Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
5,bread,Milk,ice cream,bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carrot,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tumeric Powder,Milk,Buns,Ladyfinger,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Garlic,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Cauliflower,Milk,curd,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bottleguard,Rice,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,cake bar,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Frozen Meals,ketchup,Chocolate,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pet food,Pet Food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Buns,Milk,butter,Milk,pet food,Pet Food,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Milk,curd,pet food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Apples,yogurt,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,curd,yogurt,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Frozen Meals,Buns,Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ladyfinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tumeric Powder,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Buns,mixed fruit juice,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Coca Cola,Coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Cauliflower,Tea,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cauliflower,cheese,frozen vegetables,mixed fruit juice,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pet Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apples,Coca Cola,Mixed fruit juice,Red Bull Drink,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Milk,bread,soda,Mixed fruit juice,Chips,Cookies,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,ice cream,Buns,soda,Cookies,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mango,Tumeric Powder,butter,Milk,Buns,pasta,sugar,Coffee,soda,,,,,,,,,,,,,,,,,,,,,,,
2,Ginger,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Strawberry,pet food,Spices,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Mixed fruit juice,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,bread,Carrot,Milk,yogurt,Milk,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cauliflower,curd,sour cream,pastry,baking powder,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,pasta,Cookies,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,flour,Tumeric Powder,Milk,cheese,Ginger,sugar,Oranges,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Carrot,berries,Milk,butter,yogurt,sour cream,cheese,,,,,,,,,,,,,,,,,,,,,,,,,
7,butter,cheese,ice cream,Buns,pastry,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Apples,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Pepsi,Apples,berries,Milk,curd,ice cream,butter milk,yogurt,sour cream,cheese,cheese,Ginger,Potato,Buns,sugar,Cookies,,,,,,,,,,,,,,,,
2,grapes,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Carrot,Green Chilli,Milk,frozen vegetables,sugar,Tonic water,Brocolli,Red Chilli Powder,napkins,Coca Cola,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,Garlic,Nuts,Cookies,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Apples juice,Tomato,Garlic,Cookies,Coconut Juice,napkins,Cherry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,Bottleguard,Frozen Meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Dragon Fruit,grapes,Cauliflower,curd,Tea,Buns,pastry,waffles,Coffee,,,,,,,,,,,,,,,,,,,,,,,
6,Onions,Cauliflower,cheese,cheese,Carrot,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,Rice,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Green Chilli,Tumeric Powder,Onions,herbs,Milk,Ginger,Buns,oil,jam,bottled water,waffles,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Milk,curd,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,sour cream,bread,bottled water,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,Carrot,herbs,Cauliflower,Oranges,Tea,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,butter milk,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Cabbage,grapes,Milk,Garlic,ice cream,Potato,pickled vegetables,soda,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
4,flour,Milk,Chips,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Apples,butter,cheese,bread,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,grapes,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Carrot,flour,Nuts,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Carrot,flour,Potato,Carrot,bottled water,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Green Chilli,Strawberry,grapes,berries,butter milk,yogurt,cheese,Buns,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Mango,flour,Tumeric Powder,Cauliflower,Milk,butter,yogurt,frozen vegetables,ice cream,Frozen Meals,bread,pasta,Ginger,chewing gum,Brocolli,Sanitizer,,,,,,,,,,,,,,,,
2,Cauliflower,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Buns,cheese,sauces,Coffee,Coconut juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,berries,Milk,sour cream,pastry,soda,chewing gum,Chocolate,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Potato,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Strawberry,Cauliflower,Milk,Potato,bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,curd,yogurt,sour cream,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Guava,Buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Cauliflower,Milk,pastry,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Coffee,Chocolate,Soups,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Apples,Milk,bread,mixed fruit juice,Mixed fruit juice,Red Bull Drink,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Tonic water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cauliflower,butter,Tea,soda,Nuts,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Tumeric Powder,butter milk,Oranges,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Milk,Potato,sugar,Coffee,napkins,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Buns,Onions,Cauliflower,Coca Cola,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,oil,pickled vegetables,mixed fruit juice,Chips,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tonic water,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,yogurt,Garlic,frozen meals,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Strawberry,Cauliflower,Milk,yogurt,Ladyfinger,vinegar,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Strawberry,flour,Tumeric Powder,butter milk,bread,mustard,lemon,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,Tumeric Powder,Cauliflower,ice cream,pastry,Chocolate,Cherry,lemon,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen meals,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Strawberry,Milk,cheese,frozen meals,bread,chewing gum,Nuts,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,bread,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mango,Milk,cheese,spread cheese,bread,pickled vegetables,Mixed fruit juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cabbage,grapes,Milk,yogurt,cheese,bottled water,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,
5,Buns,Tumeric Powder,Cauliflower,ice cream,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Buns,ketchup,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Bottleguard,Milk,Garlic,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Milk,Buns,Paneer,Chips,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cauliflower,yogurt,sour cream,bread,Ghee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Apples,bottled water,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Beans,Buns,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Green Chilli,Tumeric Powder,Cauliflower,bread,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,Guava,Spices,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,Chocolate,Frozen Meals,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Onions,Milk,yogurt,Buns,bread,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,yogurt,Potato,baking powder,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,yogurt,Coca Cola,cheese,Buns,Ghee,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Apples,berries,Cauliflower,butter,yogurt,soda,Chocolate,Garlic,,,,,,,,,,,,,,,,,,,,,,,,
6,bread,sour cream,sugar,mixed fruit juice,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bottleguard,grapes,Cauliflower,cheese,frozen vegetables,Buns,Tea,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
6,Onions,Cauliflower,Rice,Mixed fruit juice,Garlic,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,Apples,Cauliflower,Milk,frozen vegetables,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Strawberry,berries,sour cream,Buns,Tonic water,Coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,cheese,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,flour,berries,Milk,sour cream,Tea,sugar,Cherry,,,,,,,,,,,,,,,,,,,,,,,,
14,Pepsi,Carrot,Green Chilli,Apples,grapes,Cauliflower,Milk,butter,curd,yogurt,pastry,bottled water,Sanitizer,napkins,,,,,,,,,,,,,,,,,,
6,flour,Apples,Milk,Buns,Coffee,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Tumeric Powder,butter,pasta,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Apples,Milk,Ginger,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Tumeric Powder,Milk,butter,curd,yogurt,pudding powder,Coffee,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Potato,pastry,Ghee,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,butter milk,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,curd,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Green Chilli,herbs,Milk,pickled vegetables,pet food,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Beans,Green Chilli,berries,Cauliflower,curd,yogurt,sour cream,Milk,bread,,,,,,,,,,,,,,,,,,,,,,,
3,Strawberry,Milk,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Green Chilli,Buns,flour,Apples,Tumeric Powder,herbs,Cauliflower,Milk,butter,sour cream,cheese,Buns,bread,oil,waffles,cake bar,,,,,,,,,,,,,,,,
3,Milk,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,Milk,flour,baking powder,pet food,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Milk,butter milk,yogurt,Tea,bottled water,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carrot,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Cauliflower,sour cream,Buns,bread,pastry,sugar,Cherry,,,,,,,,,,,,,,,,,,,,,,,,
2,salt,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Strawberry,flour,Milk,frozen meals,Buns,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,Buns,oil,Brocolli,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Tumeric Powder,Cauliflower,frozen vegetables,Buns,bread,baking powder,Mixed fruit juice,Brocolli,,,,,,,,,,,,,,,,,,,,,,,
3,soda,mixed fruit juice,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ice cream,bread,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Milk,butter milk,bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mango,Apples,Tumeric Powder,Cauliflower,Milk,sour cream,cheese,Potato,Ghee,,,,,,,,,,,,,,,,,,,,,,,
7,Beans,flour,Buns,Coffee,soda,Chocolate,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
4,berries,yogurt,Potato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cauliflower,Milk,Buns,Cookies,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Green Chilli,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,butter,pastry,pet food,Tonic water,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,Buns,bread,Soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Strawberry,Milk,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,flour,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Pepsi,Cabbage,flour,Onions,Cauliflower,ice cream,sour cream,Milk,Garlic,pastry,bottled water,soda,waffles,chewing gum,shopping bags,,,,,,,,,,,,,,,,,
1,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,bread,Pepsi,Green Chilli,Strawberry,Apples,berries,Cauliflower,Milk,cheese,frozen vegetables,pastry,oil,baking powder,pet food,mixed fruit juice,Mixed fruit juice,Chocolate,Rice,Brocolli,Soups,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Green Chilli,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Carrot,ice cream,Milk,Ghee,Corn,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Green Chilli,berries,Cauliflower,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Green Chilli,Cauliflower,Buns,pastry,Soups,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,pastry,Coca Cola,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Coffee,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mango,sour cream,frozen vegetables,Buns,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Apples juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,grapes,yogurt,Coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tumeric Powder,Cauliflower,Milk,butter milk,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Buns,packaged fruit/vegetables,Milk,sour cream,Buns,bottled water,Chips,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Red Bull Drink,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Beans,Milk,curd,cheese,flour,sugar,pudding powder,bottled water,soda,Tonic water,,,,,,,,,,,,,,,,,,,,,,
7,flour,Milk,Tea,Potato,pastry,waffles,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tumeric Powder,Onions,Cauliflower,Milk,ice cream,Coffee,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,
2,Apples,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,Milk,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Cauliflower,Milk,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,yogurt,bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,packaged fruit/vegetables,Milk,pastry,soups,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Strawberry,Milk,cheese,cheese,Garlic,Oranges,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cabbage,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,sugar,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mango,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Potato,Potato,bread,bread,ketchup,soda,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,bread,Coffee,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pepsi,Apples,Milk,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Potato,Buns,Coffee,Tonic water,Apples juice,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carrot,Green Chilli,Onions,yogurt,Milk,Tomato,Buns,Ghee,sugar,Chips,Paneer,,,,,,,,,,,,,,,,,,,,,
5,flour,Milk,Garlic,oil,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,Tomato,chewing gum,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Buns,Tumeric Powder,Milk,sour cream,flour,Chocolate ,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pet Food,soda,Chocolate,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,berries,yogurt,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Tumeric Powder,yogurt,Garlic,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,frozen vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cheese,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,Tumeric Powder,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tea,Potato,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Green Chilli,Milk,Buns,pastry,pet food,waffles,Chocolate,Sanitizer,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Milk,yogurt,baking powder,Brocolli,Coca Cola,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Buns,Tumeric Powder,Milk,Potato,bread,bread,Ginger,,,,,,,,,,,,,,,,,,,,,,,,
2,Strawberry,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Red Bull Drink,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
