item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12
Beetroot,Mango,Lassi,Garlic,Coriander,Papaya,Jam,Okra,Carrot,Orange,Mustard Seeds,Curd
Capsicum,Milk,Semolina,Fenugreek Leaves,Cabbage,Dals,Besan,Salt,Banana,Tamarind,,
Garlic,Orange,Mint Leaves,Brinjal,Mustard Seeds,Wheat Flour,Cooking Oil,Pickle,Curd,Cheese,Sugar,
Mango,Tamarind,Apple,Wheat Flour,Coconut,Bell Peppers,Butter,Pomegranate,Bread,Coffee Powder,Banana,
Chili Powder,Ginger,Biscuits,Cabbage,Honey,Cumin Seeds,Pomegranate,Yogurt,,,,
Mint Leaves,Pickle,Biscuits,Wheat Flour,Guava,Rice,Tomato,Chili Powder,Honey,Coconut,Carrot,Curd
Salt,Guava,Coriander,Tea Powder,Wheat Flour,Coffee Powder,,,,,,
Coconut,Coriander,Cooking Oil,Cabbage,Garlic,Spinach,Lemon,Cumin Seeds,,,,
Onions,Milk,Lemon,Sugar,Cheese,Cabbage,Pomegranate,Dals,Orange,Bell Peppers,Semolina,Cauliflower
Fenugreek Leaves,Jam,Coconut,Paneer,Mustard Seeds,Dals,Okra,Biscuits,Carrot,Mint Leaves,Milk,
Potato,Cooking Oil,Jam,Mustard Seeds,Coffee Powder,Brinjal,Mango,Coriander,,,,
Fenugreek Leaves,Butter,Curd,Yogurt,Turmeric Powder,Lassi,Brinjal,Beetroot,Coriander,Wheat Flour,,
Salt,Turmeric Powder,Green Chili,Guava,Ginger,Mint Leaves,,,,,,
Bread,Chili Powder,Lemon,Tea Powder,Bell Peppers,Cooking Oil,,,,,,
Capsicum,Coffee Powder,Honey,Green Chili,Tamarind,Cabbage,Cooking Oil,Apple,Bread,,,
Brinjal,Cumin Seeds,Turmeric Powder,Spinach,Cabbage,,,,,,,
Spinach,Besan,Coriander,Potato,Sooji,Cumin Seeds,Carrot,Orange,Yogurt,Chili Powder,,
Milk,Okra,Coriander,Butter,Onions,Dals,Lemon,Cooking Oil,Honey,Mustard Seeds,,
Tea Powder,Milk,Rice,Honey,Tomato,,,,,,,
Curd,Carrot,Cumin Seeds,Beetroot,Guava,Dals,Cauliflower,Garlic,Coconut,Jam,Bell Peppers,Capsicum
Biscuits,Beetroot,Garlic,Curd,Bread,Milk,Green Chili,Cabbage,Butter,,,
Ginger,Orange,Lemon,Lassi,Chili Powder,Coffee Powder,Cumin Seeds,Green Chili,Potato,Tea Powder,Onions,Coriander
Cooking Oil,Cumin Seeds,Pomegranate,Tomato,Turmeric Powder,Honey,,,,,,
Salt,Tamarind,Apple,Tomato,Cabbage,Curd,Chili Powder,Brinjal,Lassi,Pickle,,
Sugar,Tomato,Banana,Salt,Tamarind,,,,,,,
Lassi,Curd,Butter,Tea Powder,Rice,Pickle,Turmeric Powder,Mango,Salt,,,
Cumin Seeds,Papaya,Coriander,Pickle,Fenugreek Leaves,Rice,Carrot,Chili Powder,Potato,Mustard Seeds,Okra,Yogurt
Tomato,Curd,Fenugreek Leaves,Biscuits,Beetroot,Cabbage,,,,,,
Cooking Oil,Chili Powder,Onions,Beetroot,Mint Leaves,Orange,Wheat Flour,Pomegranate,Sugar,Rice,,
Mustard Seeds,Bell Peppers,Bread,Cauliflower,Fenugreek Leaves,Butter,Sugar,,,,,
Mustard Seeds,Salt,Yogurt,Pomegranate,Milk,Ginger,Biscuits,Rice,Guava,Orange,Okra,Banana
Beetroot,Onions,Honey,Yogurt,Chili Powder,,,,,,,
Lemon,Salt,Biscuits,Mango,Honey,Pomegranate,Cumin Seeds,Carrot,Fenugreek Leaves,Dals,,
Sugar,Tea Powder,Cheese,Mint Leaves,Coconut,Dals,Carrot,Yogurt,Guava,Tamarind,,
Papaya,Garlic,Brinjal,Jam,Yogurt,Mustard Seeds,Biscuits,Dals,Banana,Paneer,Mint Leaves,Coriander
Brinjal,Beetroot,Turmeric Powder,Bell Peppers,Cooking Oil,,,,,,,
Mango,Capsicum,Rice,Apple,Onions,Besan,,,,,,
Guava,Sugar,Garlic,Mango,Wheat Flour,Sooji,Honey,Banana,Carrot,Orange,Besan,
Cumin Seeds,Okra,Guava,Capsicum,Paneer,Cooking Oil,Banana,Bell Peppers,Lemon,Rice,Butter,Spinach
Beetroot,Bread,Tamarind,Fenugreek Leaves,Sooji,Banana,Honey,Besan,Tomato,Paneer,,
Cooking Oil,Yogurt,Spinach,Semolina,Coffee Powder,Cauliflower,Papaya,Chili Powder,Guava,,,
Papaya,Tamarind,Bell Peppers,Apple,Bread,,,,,,,
Fenugreek Leaves,Banana,Chili Powder,Beetroot,Tomato,Salt,Rice,Milk,Cumin Seeds,Brinjal,,
Coconut,Milk,Coffee Powder,Cooking Oil,Beetroot,Onions,Tamarind,Pomegranate,Orange,Ginger,,
Honey,Mango,Salt,Rice,Carrot,Coffee Powder,Milk,Biscuits,,,,
Green Chili,Bell Peppers,Apple,Lemon,Sugar,Besan,Cauliflower,Paneer,Capsicum,Milk,Mint Leaves,
Coriander,Orange,Guava,Cauliflower,Salt,Tomato,Turmeric Powder,,,,,
Paneer,Spinach,Turmeric Powder,Cauliflower,Pickle,,,,,,,
Onions,Potato,Orange,Wheat Flour,Green Chili,Cabbage,Bread,Pomegranate,Chili Powder,Besan,Brinjal,
Mustard Seeds,Mango,Guava,Bread,Turmeric Powder,Brinjal,Apple,Carrot,Yogurt,Okra,Wheat Flour,
Milk,Pomegranate,Tea Powder,Brinjal,Spinach,Sooji,Apple,,,,,
Mustard Seeds,Apple,Besan,Paneer,Ginger,Mango,Tomato,Milk,,,,
Coriander,Banana,Curd,Cheese,Yogurt,Besan,Lassi,Dals,Guava,,,
Bread,Besan,Cumin Seeds,Honey,Tea Powder,Salt,Wheat Flour,Sugar,Mango,,,
Butter,Brinjal,Fenugreek Leaves,Banana,Pomegranate,Bread,Milk,Cooking Oil,Sugar,Lemon,Ginger,
Wheat Flour,Guava,Orange,Garlic,Cooking Oil,Papaya,Turmeric Powder,Tomato,Fenugreek Leaves,Besan,Pickle,Apple
Tomato,Mustard Seeds,Sugar,Cumin Seeds,Sooji,Besan,,,,,,
Cheese,Mango,Garlic,Fenugreek Leaves,Besan,Mustard Seeds,Cumin Seeds,Butter,Bread,,,
Coriander,Tea Powder,Papaya,Beetroot,Sugar,Tomato,Paneer,,,,,
Pickle,Milk,Potato,Spinach,Capsicum,Banana,Cabbage,Mint Leaves,,,,
Pickle,Tamarind,Cumin Seeds,Cooking Oil,Cauliflower,Paneer,Okra,Coriander,,,,
Capsicum,Dals,Bread,Garlic,Cheese,,,,,,,
Tea Powder,Beetroot,Lemon,Ginger,Onions,Okra,Coconut,Lassi,Potato,Mint Leaves,Turmeric Powder,
Green Chili,Pickle,Cabbage,Tamarind,Orange,Mint Leaves,Capsicum,Butter,Fenugreek Leaves,Semolina,Chili Powder,
Cheese,Cumin Seeds,Spinach,Onions,Ginger,,,,,,,
Cooking Oil,Green Chili,Besan,Mango,Apple,Spinach,Cumin Seeds,,,,,
Papaya,Salt,Butter,Lemon,Cabbage,Cheese,,,,,,
Milk,Carrot,Cumin Seeds,Paneer,Mango,Bell Peppers,Pickle,Coconut,,,,
Carrot,Coffee Powder,Bell Peppers,Brinjal,Jam,Orange,Milk,Papaya,Honey,Pickle,Bread,Turmeric Powder
Sooji,Coconut,Ginger,Lassi,Cabbage,Fenugreek Leaves,Turmeric Powder,Tomato,Bell Peppers,Rice,,
Pickle,Cabbage,Curd,Onions,Rice,Cauliflower,Banana,Coffee Powder,Lemon,Pomegranate,Tamarind,
Turmeric Powder,Yogurt,Milk,Brinjal,Spinach,Coriander,Pickle,Dals,Paneer,,,
Banana,Cabbage,Turmeric Powder,Okra,Besan,Honey,Tomato,Ginger,Rice,,,
Onions,Lassi,Green Chili,Guava,Mustard Seeds,Rice,Pomegranate,Dals,,,,
Curd,Spinach,Sugar,Fenugreek Leaves,Carrot,Cheese,Garlic,Potato,Butter,,,
Butter,Pomegranate,Jam,Paneer,Green Chili,Salt,Chili Powder,Capsicum,Onions,Coriander,,
Apple,Coriander,Cabbage,Coconut,Bell Peppers,Carrot,Butter,,,,,
Coconut,Cumin Seeds,Honey,Garlic,Biscuits,Cheese,Tea Powder,,,,,
Paneer,Lemon,Wheat Flour,Garlic,Tea Powder,Mint Leaves,Pomegranate,,,,,
Coriander,Onions,Orange,Capsicum,Honey,Besan,,,,,,
Sooji,Onions,Banana,Tamarind,Cabbage,Lemon,,,,,,
Rice,Salt,Tomato,Coriander,Yogurt,Banana,Okra,Cooking Oil,Wheat Flour,,,
Butter,Turmeric Powder,Potato,Lassi,Cabbage,Cauliflower,,,,,,
Garlic,Tamarind,Lemon,Lassi,Pickle,Salt,,,,,,
Potato,Semolina,Papaya,Coriander,Biscuits,Wheat Flour,Milk,Rice,,,,
Lemon,Cheese,Dals,Wheat Flour,Coffee Powder,Salt,Mint Leaves,Ginger,Pickle,Carrot,,
Butter,Cumin Seeds,Bread,Curd,Capsicum,Coffee Powder,Tamarind,Mustard Seeds,Turmeric Powder,,,
Cooking Oil,Sooji,Tea Powder,Okra,Beetroot,Mint Leaves,Cauliflower,,,,,
Cheese,Coffee Powder,Apple,Onions,Mustard Seeds,Banana,Spinach,Papaya,Besan,Wheat Flour,Cabbage,Cauliflower
Ginger,Cooking Oil,Tomato,Potato,Cabbage,Tea Powder,Honey,Salt,Curd,,,
Biscuits,Fenugreek Leaves,Bread,Tamarind,Cheese,Orange,Beetroot,Capsicum,Coriander,,,
Lassi,Banana,Turmeric Powder,Cauliflower,Capsicum,Sugar,Okra,Papaya,Carrot,Onions,,
Besan,Rice,Garlic,Lemon,Mango,Brinjal,Wheat Flour,Potato,Guava,Pickle,Semolina,
Sugar,Chili Powder,Fenugreek Leaves,Yogurt,Coriander,Jam,Cooking Oil,Ginger,Mint Leaves,Cabbage,Beetroot,
Paneer,Mint Leaves,Banana,Carrot,Milk,Salt,Bell Peppers,Tamarind,Mustard Seeds,Rice,,
Salt,Fenugreek Leaves,Lemon,Paneer,Biscuits,Butter,Lassi,,,,,
Potato,Cumin Seeds,Lassi,Mint Leaves,Banana,Sooji,Yogurt,Biscuits,Sugar,Mango,Semolina,
Fenugreek Leaves,Semolina,Pomegranate,Mustard Seeds,Biscuits,Banana,Tea Powder,,,,,
Biscuits,Bell Peppers,Pomegranate,Orange,Cabbage,,,,,,,
Dals,Cumin Seeds,Sooji,Carrot,Milk,,,,,,,
Beetroot,Garlic,Yogurt,Wheat Flour,Rice,Curd,Capsicum,Jam,,,,
Curd,Brinjal,Orange,Carrot,Onions,Cheese,Sooji,Coconut,Okra,Jam,,
Lemon,Paneer,Banana,Mint Leaves,Milk,Salt,Rice,Dals,Bread,,,
Rice,Jam,Papaya,Bread,Capsicum,Salt,Cooking Oil,,,,,
Pickle,Ginger,Chili Powder,Sooji,Brinjal,Biscuits,Honey,Papaya,Yogurt,Carrot,,
Cumin Seeds,Coriander,Chili Powder,Jam,Banana,Cooking Oil,,,,,,
Papaya,Sooji,Tomato,Sugar,Brinjal,Cheese,Milk,Paneer,Bell Peppers,Garlic,,
Brinjal,Bread,Mango,Mustard Seeds,Salt,Guava,Orange,Coriander,Bell Peppers,Cooking Oil,,
Banana,Cooking Oil,Tomato,Fenugreek Leaves,Pickle,Mustard Seeds,Carrot,Mint Leaves,Jam,Lemon,Butter,Besan
Pomegranate,Milk,Ginger,Jam,Capsicum,Brinjal,Pickle,Okra,Lassi,,,
Cheese,Mango,Cauliflower,Paneer,Beetroot,Tamarind,Pickle,Sooji,Turmeric Powder,Coconut,Rice,
Bread,Sooji,Green Chili,Salt,Pomegranate,Beetroot,Paneer,,,,,
Pomegranate,Cumin Seeds,Capsicum,Besan,Tomato,,,,,,,
Okra,Besan,Spinach,Ginger,Pomegranate,Coffee Powder,Milk,Sugar,Biscuits,,,
Wheat Flour,Bread,Brinjal,Rice,Tomato,Green Chili,Jam,Cheese,Cabbage,Milk,Salt,Beetroot
Cooking Oil,Chili Powder,Okra,Tamarind,Bread,Mint Leaves,Brinjal,Guava,,,,
Milk,Cumin Seeds,Mustard Seeds,Yogurt,Sugar,Salt,Bell Peppers,Paneer,Brinjal,Besan,Cooking Oil,Cabbage
Beetroot,Garlic,Capsicum,Yogurt,Brinjal,Honey,,,,,,
Yogurt,Banana,Garlic,Tamarind,Tea Powder,,,,,,,
Spinach,Brinjal,Coffee Powder,Dals,Onions,Bread,Capsicum,Wheat Flour,,,,
Ginger,Dals,Besan,Brinjal,Turmeric Powder,Beetroot,Lemon,Carrot,Bread,Cabbage,Papaya,Bell Peppers
Rice,Carrot,Dals,Cooking Oil,Orange,Banana,Salt,Apple,Butter,Brinjal,Bread,Jam
Mustard Seeds,Paneer,Biscuits,Coriander,Papaya,Green Chili,Mango,Jam,Onions,Garlic,,
Besan,Butter,Tea Powder,Honey,Garlic,Jam,,,,,,
Wheat Flour,Garlic,Ginger,Banana,Capsicum,Coriander,Jam,Chili Powder,Lassi,Green Chili,Cumin Seeds,Dals
Salt,Carrot,Wheat Flour,Onions,Cooking Oil,Chili Powder,Green Chili,Fenugreek Leaves,Milk,Tamarind,,
Cabbage,Sugar,Wheat Flour,Jam,Onions,Potato,Mustard Seeds,,,,,
Mustard Seeds,Potato,Salt,Ginger,Guava,Bread,Garlic,,,,,
Lemon,Spinach,Salt,Bell Peppers,Jam,,,,,,,
Milk,Curd,Papaya,Paneer,Garlic,Spinach,Carrot,Tea Powder,,,,
Salt,Rice,Lassi,Wheat Flour,Bread,Bell Peppers,Beetroot,Curd,,,,
Pomegranate,Rice,Coconut,Curd,Milk,Onions,Carrot,Bread,,,,
Onions,Papaya,Cheese,Curd,Chili Powder,Pickle,,,,,,
Wheat Flour,Mango,Cumin Seeds,Fenugreek Leaves,Tea Powder,Coriander,Tomato,Tamarind,Mustard Seeds,Milk,,
Lemon,Orange,Green Chili,Beetroot,Wheat Flour,Cheese,Onions,Honey,,,,
Chili Powder,Turmeric Powder,Paneer,Besan,Salt,Sugar,Pickle,Cumin Seeds,Garlic,Mustard Seeds,Fenugreek Leaves,Lemon
Sugar,Semolina,Cooking Oil,Cumin Seeds,Sooji,Bread,Carrot,Papaya,Paneer,Orange,Curd,Yogurt
Cumin Seeds,Lassi,Butter,Mango,Pomegranate,Turmeric Powder,Apple,Fenugreek Leaves,Bell Peppers,Pickle,Potato,Yogurt
Potato,Tamarind,Fenugreek Leaves,Biscuits,Banana,Guava,Lemon,Mustard Seeds,Mint Leaves,Cheese,Mango,Curd
Lemon,Cauliflower,Cooking Oil,Fenugreek Leaves,Sooji,Okra,Ginger,Onions,Besan,Paneer,Orange,Coffee Powder
Mint Leaves,Cumin Seeds,Okra,Mustard Seeds,Cabbage,Yogurt,Coriander,Milk,,,,
Cauliflower,Dals,Honey,Yogurt,Bell Peppers,Curd,Papaya,,,,,
Sugar,Honey,Brinjal,Okra,Guava,Biscuits,,,,,,
Honey,Pomegranate,Besan,Coconut,Wheat Flour,Tea Powder,Onions,Dals,Tamarind,Yogurt,Paneer,
Semolina,Turmeric Powder,Coffee Powder,Banana,Coriander,Cauliflower,Mint Leaves,Ginger,Capsicum,Sooji,Mustard Seeds,Rice
Pickle,Milk,Semolina,Potato,Sugar,Honey,Cooking Oil,Tea Powder,,,,
Wheat Flour,Bread,Mango,Cooking Oil,Ginger,Turmeric Powder,,,,,,
Papaya,Cauliflower,Yogurt,Banana,Coconut,Paneer,Milk,Rice,Fenugreek Leaves,Spinach,Brinjal,
Ginger,Mango,Semolina,Lemon,Rice,Potato,Butter,Cumin Seeds,,,,
Pomegranate,Bread,Yogurt,Sooji,Semolina,Biscuits,Okra,Cooking Oil,Wheat Flour,Pickle,,
Lassi,Capsicum,Coriander,Sooji,Salt,Fenugreek Leaves,Dals,Turmeric Powder,Tea Powder,Honey,Cauliflower,
Capsicum,Potato,Butter,Paneer,Semolina,Cheese,Honey,Mango,,,,
Cumin Seeds,Mango,Cauliflower,Rice,Potato,Guava,Mint Leaves,,,,,
Honey,Rice,Apple,Mint Leaves,Wheat Flour,Besan,Pickle,Coffee Powder,Banana,,,
Coffee Powder,Semolina,Okra,Ginger,Sooji,,,,,,,
Pickle,Cumin Seeds,Ginger,Butter,Capsicum,Brinjal,Cauliflower,,,,,
Chili Powder,Tomato,Apple,Turmeric Powder,Cauliflower,Garlic,Tea Powder,Lemon,Milk,,,
Tamarind,Besan,Cooking Oil,Cauliflower,Milk,,,,,,,
Besan,Cheese,Tea Powder,Lemon,Sooji,Cumin Seeds,Chili Powder,Salt,,,,
Ginger,Tea Powder,Fenugreek Leaves,Cabbage,Jam,Milk,Curd,Sugar,Banana,Pickle,,
Mustard Seeds,Lassi,Dals,Biscuits,Spinach,Sooji,Milk,,,,,
Cauliflower,Papaya,Okra,Sooji,Besan,,,,,,,
Papaya,Turmeric Powder,Coconut,Coffee Powder,Mango,Milk,Carrot,Besan,Fenugreek Leaves,Wheat Flour,Yogurt,
Curd,Orange,Potato,Honey,Lassi,Cauliflower,Paneer,Sugar,Ginger,Jam,Mint Leaves,
Curd,Milk,Capsicum,Green Chili,Tomato,Salt,Tamarind,Sugar,,,,
Jam,Biscuits,Dals,Lemon,Besan,Honey,,,,,,
Semolina,Tea Powder,Brinjal,Carrot,Dals,Guava,Coffee Powder,Cumin Seeds,,,,
Cabbage,Semolina,Pickle,Yogurt,Cumin Seeds,Mustard Seeds,Capsicum,Beetroot,Green Chili,Rice,Brinjal,
Biscuits,Bell Peppers,Banana,Mustard Seeds,Wheat Flour,Rice,Cheese,Mint Leaves,,,,
Green Chili,Ginger,Semolina,Mango,Guava,Biscuits,Salt,Okra,Milk,Beetroot,Banana,Sooji
Lemon,Cooking Oil,Sugar,Fenugreek Leaves,Carrot,Semolina,Potato,Rice,Capsicum,,,
Cauliflower,Semolina,Orange,Mustard Seeds,Cumin Seeds,Salt,Wheat Flour,Onions,Coconut,Biscuits,Pickle,Cabbage
Milk,Mint Leaves,Coffee Powder,Wheat Flour,Yogurt,Cheese,Besan,,,,,
Butter,Carrot,Sugar,Cabbage,Banana,Green Chili,Biscuits,Curd,Pickle,Dals,,
Carrot,Rice,Apple,Lassi,Butter,Coriander,,,,,,
Ginger,Besan,Banana,Wheat Flour,Mint Leaves,Bell Peppers,Garlic,Cauliflower,Cooking Oil,Butter,Paneer,Brinjal
Okra,Chili Powder,Fenugreek Leaves,Coffee Powder,Cumin Seeds,Besan,Guava,,,,,
Sooji,Pickle,Tomato,Coriander,Cheese,Dals,Semolina,Fenugreek Leaves,Orange,,,
Garlic,Milk,Besan,Carrot,Jam,Coriander,Tamarind,Guava,Lassi,Salt,Mango,Semolina
Spinach,Ginger,Coconut,Cooking Oil,Mustard Seeds,,,,,,,
Onions,Coffee Powder,Banana,Mint Leaves,Beetroot,Cheese,Yogurt,Carrot,Garlic,,,
Bell Peppers,Cauliflower,Coconut,Cabbage,Beetroot,,,,,,,
Sooji,Paneer,Ginger,Brinjal,Carrot,Cooking Oil,Cheese,,,,,
Chili Powder,Wheat Flour,Coriander,Cauliflower,Cooking Oil,Mango,Tomato,Potato,Brinjal,Biscuits,Fenugreek Leaves,
Turmeric Powder,Mint Leaves,Spinach,Butter,Beetroot,Sooji,Paneer,,,,,
Cheese,Sugar,Banana,Rice,Orange,Milk,Coconut,Lassi,Bread,Cauliflower,,
Mint Leaves,Sugar,Dals,Bell Peppers,Wheat Flour,Honey,Paneer,,,,,
Sooji,Tamarind,Turmeric Powder,Bread,Biscuits,Papaya,Yogurt,Semolina,Okra,,,
Cabbage,Bell Peppers,Mango,Wheat Flour,Carrot,Butter,Banana,Pomegranate,Coriander,,,
Lassi,Garlic,Sooji,Fenugreek Leaves,Brinjal,Okra,Carrot,Jam,,,,
Sooji,Papaya,Cabbage,Tamarind,Rice,Cooking Oil,Jam,Mango,Semolina,,,
Besan,Salt,Honey,Apple,Coffee Powder,Cooking Oil,,,,,,
Rice,Onions,Spinach,Capsicum,Cooking Oil,,,,,,,
Tamarind,Banana,Okra,Yogurt,Coriander,Pomegranate,Curd,Butter,Garlic,,,
Papaya,Bread,Cumin Seeds,Cabbage,Rice,Tamarind,,,,,,
Bread,Paneer,Cabbage,Onions,Lassi,Coriander,,,,,,
Coffee Powder,Milk,Biscuits,Tamarind,Papaya,Carrot,Potato,Coriander,Capsicum,Sugar,,
Apple,Cooking Oil,Potato,Mint Leaves,Ginger,Orange,Curd,Coffee Powder,Dals,Coriander,,
Rice,Beetroot,Coffee Powder,Salt,Pickle,Semolina,Apple,Turmeric Powder,Orange,,,
Orange,Jam,Wheat Flour,Beetroot,Tomato,Papaya,Sooji,,,,,
Fenugreek Leaves,Curd,Sooji,Rice,Salt,Mint Leaves,Spinach,,,,,
Coconut,Spinach,Cabbage,Apple,Biscuits,Bread,Cauliflower,Beetroot,,,,
Apple,Tomato,Biscuits,Turmeric Powder,Mint Leaves,Garlic,,,,,,
Tamarind,Coconut,Coriander,Papaya,Cheese,Lemon,Onions,Butter,Mustard Seeds,Spinach,Honey,
Fenugreek Leaves,Beetroot,Cabbage,Orange,Carrot,Tomato,Potato,,,,,
Beetroot,Bread,Bell Peppers,Cheese,Jam,Coffee Powder,Brinjal,Wheat Flour,Curd,Besan,,
Tomato,Mustard Seeds,Brinjal,Curd,Guava,,,,,,,
Mango,Wheat Flour,Tamarind,Fenugreek Leaves,Beetroot,Sugar,Milk,Lassi,Banana,Salt,,
Guava,Tamarind,Milk,Cauliflower,Mango,Coffee Powder,Ginger,Honey,Jam,,,
Cauliflower,Potato,Mint Leaves,Mustard Seeds,Besan,Fenugreek Leaves,Carrot,Turmeric Powder,,,,
Onions,Banana,Coffee Powder,Semolina,Cooking Oil,Cauliflower,Okra,,,,,
Capsicum,Lassi,Besan,Sugar,Salt,Orange,Turmeric Powder,Green Chili,Cabbage,Carrot,,
Coconut,Lassi,Wheat Flour,Cauliflower,Yogurt,Apple,Honey,Brinjal,Chili Powder,Butter,Sugar,Pickle
Wheat Flour,Garlic,Capsicum,Bread,Turmeric Powder,Lassi,Yogurt,Tamarind,Salt,Paneer,Banana,
Lemon,Sugar,Butter,Guava,Brinjal,Paneer,Cheese,,,,,
Sooji,Lemon,Coriander,Papaya,Cheese,Cauliflower,Mango,Coffee Powder,Spinach,Apple,Paneer,
Yogurt,Garlic,Green Chili,Tamarind,Lemon,Butter,Cumin Seeds,Onions,,,,
Honey,Mango,Cumin Seeds,Rice,Bell Peppers,Pomegranate,Salt,,,,,
Ginger,Bell Peppers,Coconut,Rice,Cheese,Honey,Jam,Bread,Beetroot,Butter,Turmeric Powder,
Cauliflower,Semolina,Sugar,Capsicum,Beetroot,Honey,,,,,,
Chili Powder,Mint Leaves,Cooking Oil,Coconut,Biscuits,Yogurt,Apple,Papaya,Semolina,Honey,,
Cumin Seeds,Coconut,Mint Leaves,Pomegranate,Cheese,Bell Peppers,,,,,,
Chili Powder,Brinjal,Potato,Lassi,Garlic,,,,,,,
Green Chili,Mango,Cheese,Dals,Semolina,Papaya,Turmeric Powder,Curd,Sugar,,,
Bread,Honey,Paneer,Cooking Oil,Apple,Garlic,Mint Leaves,Orange,Fenugreek Leaves,Coriander,,
Cooking Oil,Ginger,Yogurt,Coconut,Spinach,Curd,Salt,,,,,
Pickle,Yogurt,Cheese,Cabbage,Bread,,,,,,,
Okra,Besan,Bell Peppers,Lassi,Jam,Mint Leaves,Cauliflower,,,,,
Pomegranate,Biscuits,Sooji,Lemon,Cumin Seeds,Rice,,,,,,
Beetroot,Banana,Mango,Guava,Lemon,Coriander,Rice,Cooking Oil,,,,
Mint Leaves,Pickle,Cabbage,Tamarind,Bread,Cheese,Turmeric Powder,Cumin Seeds,Coriander,Apple,,
Milk,Paneer,Brinjal,Lemon,Spinach,Cooking Oil,Dals,,,,,
Coffee Powder,Wheat Flour,Tea Powder,Orange,Fenugreek Leaves,,,,,,,
Ginger,Bell Peppers,Salt,Guava,Wheat Flour,,,,,,,
Dals,Banana,Okra,Wheat Flour,Tomato,Jam,,,,,,
Tamarind,Coriander,Okra,Ginger,Mustard Seeds,Cabbage,Butter,Milk,,,,
Coconut,Jam,Green Chili,Tamarind,Papaya,Lassi,Beetroot,Potato,Coriander,Yogurt,Sooji,Paneer
Pickle,Cabbage,Curd,Okra,Butter,Tea Powder,Chili Powder,Capsicum,Rice,Mint Leaves,,
Capsicum,Papaya,Onions,Garlic,Wheat Flour,Tea Powder,Cooking Oil,Curd,Butter,,,
Tamarind,Onions,Spinach,Brinjal,Mango,,,,,,,
Beetroot,Pickle,Mango,Sugar,Pomegranate,Mint Leaves,Chili Powder,,,,,
Turmeric Powder,Tomato,Chili Powder,Lemon,Carrot,Cumin Seeds,Coconut,Ginger,Curd,,,
Okra,Milk,Mango,Coffee Powder,Honey,Mustard Seeds,Papaya,Tomato,Onions,,,
Capsicum,Mustard Seeds,Pickle,Cheese,Biscuits,Besan,Mint Leaves,,,,,
Brinjal,Butter,Honey,Beetroot,Cabbage,Mint Leaves,,,,,,
Semolina,Green Chili,Coriander,Potato,Lassi,Lemon,Wheat Flour,Turmeric Powder,Yogurt,Sooji,Cumin Seeds,
Jam,Okra,Potato,Wheat Flour,Semolina,Salt,Chili Powder,Dals,Curd,,,
Honey,Garlic,Besan,Turmeric Powder,Salt,Ginger,Mango,Pickle,,,,
Cheese,Dals,Besan,Lemon,Spinach,,,,,,,
Jam,Mint Leaves,Tamarind,Cooking Oil,Papaya,,,,,,,
Onions,Salt,Cheese,Apple,Tamarind,Fenugreek Leaves,,,,,,
Mustard Seeds,Green Chili,Dals,Mint Leaves,Guava,Coffee Powder,Sooji,Wheat Flour,Cumin Seeds,Banana,Sugar,
Tea Powder,Mango,Coriander,Coffee Powder,Paneer,Banana,Capsicum,,,,,
Fenugreek Leaves,Tomato,Cheese,Papaya,Cooking Oil,Ginger,Mustard Seeds,Lassi,,,,
Mint Leaves,Coffee Powder,Papaya,Beetroot,Orange,Curd,Honey,Yogurt,Banana,Milk,Carrot,
Okra,Salt,Capsicum,Rice,Tomato,Sugar,,,,,,
Mango,Fenugreek Leaves,Cauliflower,Pomegranate,Guava,Bell Peppers,Jam,Garlic,Apple,Yogurt,,
Tamarind,Green Chili,Potato,Mint Leaves,Cheese,Bread,Bell Peppers,Milk,Pickle,,,
Garlic,Mango,Wheat Flour,Ginger,Coriander,Turmeric Powder,Honey,Salt,Cabbage,,,
Lemon,Paneer,Mustard Seeds,Sooji,Yogurt,Papaya,Lassi,Cauliflower,,,,
Mango,Curd,Green Chili,Biscuits,Coffee Powder,Rice,Wheat Flour,Semolina,,,,
Coffee Powder,Coconut,Turmeric Powder,Potato,Bell Peppers,,,,,,,
Lassi,Fenugreek Leaves,Orange,Tomato,Lemon,Sooji,Tamarind,,,,,
Turmeric Powder,Curd,Carrot,Bell Peppers,Orange,Mustard Seeds,Cumin Seeds,Lemon,Okra,Banana,,
Okra,Chili Powder,Jam,Potato,Capsicum,Mango,Butter,,,,,
Lassi,Paneer,Coconut,Tamarind,Wheat Flour,Spinach,Okra,Salt,Cheese,Fenugreek Leaves,Mint Leaves,Tea Powder
Tomato,Brinjal,Mint Leaves,Papaya,Orange,Onions,Paneer,Salt,Jam,Garlic,,
Tomato,Rice,Sugar,Lassi,Beetroot,Tamarind,Orange,,,,,
Papaya,Cabbage,Mint Leaves,Garlic,Besan,Yogurt,Mustard Seeds,Curd,Banana,Apple,,
Besan,Mint Leaves,Chili Powder,Jam,Pomegranate,,,,,,,
Ginger,Yogurt,Okra,Cumin Seeds,Onions,Cheese,Brinjal,Pickle,Coffee Powder,Green Chili,Bread,
Mango,Mustard Seeds,Orange,Sugar,Mint Leaves,Cauliflower,Spinach,Coconut,,,,
Sooji,Pickle,Yogurt,Cumin Seeds,Cabbage,Cauliflower,Rice,,,,,
